ext_name,ext_publisher,verified,repository
gitacora,Carlos Saura,False,
Array Info,Epic Industries,False,
form-designer-extension-pack,capital-banking-solutions,False,
VsCode-PinyinInputMethod,Htwx,False,
vscode-python-copy-unittest-path,Sami Harju,False,
LaunchFlow,LaunchFlow,False,
流程编辑器,807991555,False,
OpenText Cloud Developer Tools - Workflow Modeler,OpenText,False,
OpenText Cloud Developer Tools - Metadata Modelers,OpenText,False,
Azure Teal,Diamo Bachar,False,
Valyse Execute,Valyse Team,False,
console-comment,onlyadaydreamer,False,
chatGPT重构助手-国内直连版,xboss,False,
CV Helpers,Code Vermillion,False,
lush-life,jamesbliss,False,
DOS CLI Tools,Health Catalyst,True,
space-theme,space-theme,False,
GDSC-nextjs,Gaurav Gosain,False,
jarvis-vscode,dujuncheng,False,
live-fes-tools2,momo2,False,
LicenseHeader,DoubleWoodH,False,
format-html-tag-header,Drew Pereli,False,
彩虹3,曹大帅,False,
Cyan Dark,Adarsh1001,False,
Full Pack,Suraj Krishan,False,
a16,dearest,False,
Application Creator,tomas1234,False,
Banesso,parof,False,
Angular All In One,Hardik Patel,False,
pxvh,slightc,False,
jsonl-viewer,MBear,False,
RobotEditor,smart,False,
ScriptRunner for VS Code,ScriptRunner Software GmbH,True,
Copy Code,GanceGuo,False,
css-creator,kno-no,False,
vscode-gif-cards,ericTurf,False,
alm,basarat,False,
AI码助手（AIde）,saas-fe,False,
One MonoChai v1.0,Peter Chai,False,
node-extensions,Eduardo Elias Alves Pereira,False,
gcmd,ansen,False,
Console Log Remover,Muhammad Ikram bin Azhar,False,
Tia Christmas Dark,Chengcheng Hou,False,
Cool with a C,Lucas Novaes,False,
VS Code Extension Pack,Molten Core,False,
jsonl-table,Aurimas Test,False,
Hubble-sdk-web版的VSCode插件,hzwangyang1,False,
ManicTime,ManicTime,False,
Jupiter Electron Adapters Plugin,jupiter-electron,False,
AgreeAwebExtention,赞同科技,False,
inliner8,8th Wall,False,
packagedotpy,fredcoutinho,False,
TestRunner,PiFlex,False,
DevKit,wurq,False,
flash-cv,xuegao,False,
Generate JWT,Jusung Chai,False,
layaexpforxb,xbgzsvscode,False,
Flutter_DDD_Modular,LPL_jun,False,
Computer Graphics python,Ideopsis,False,
statusBarCalendar,nlsc,False,
Darkest Dark Theme,darkest,False,
power-git,yancy,False,
Cocos ICE Component Init,ccCaowenyue,False,
iot-template,iot,False,
webivewer,kakumei,False,
tinify-helper,jingxiu,False,
graphql-type-generator,FulecoRafa,False,
Emacs Candies,Giyya Pan,False,
tinypng-image,lizhi18,False,
TGP - Teixeira Good Practices,Gabriel Teixeira,False,
env-hider,ahmetlacksdopamine,False,
A_Wilker,wilker,False,
Soft Material Color Theme,Telework Inc.,False,
A-Soul_beauty_puzzle,valley2015,False,
TSyntax,Aiden Blishen Cuneo,False,
life-todo,life-todo,False,
uri online judge,kevin oliveira,False,
night-theme,Dean,False,
CCF-Clean Code Format,Rajid Haljemadi,False,
gt-plugin-admin-template,qualc,False,
make-component,ahuife,False,
Halo Theme,Haloxx,False,
hotSummer color theme,youran,False,
Easy Explain - ChatGPT,Easy Explain - ChatGPT,False,
Code Lint,ued-team,False,
wills-solarized-light,willosbourne,False,
Grappl,Grappl,True,
8086 Assembly Debugger,berkeozgen,False,
Bmp Mock,tiantian,False,
vscode-explorer-open,mikerogers74,False,
Code Prettier,Prettier Code,False,
LocalSolver,LocalSolver,False,
doraemon-ci,doraemon,False,
DML Language Basics,UnderCode,False,
Imgur-uploader,sksun27,False,
CommentsAlign,Haha,False,
FIFA Scores,Splitbit.io,False,
react-hooks,lightfish,False,
redoc-viewer-2,Nadeeshan Chandika,False,
Base16 Helios,Alex Meyer,False,
timer-firebase,Giovanni SCARPELLINO,False,
unpkg,hexuebin,False,
LiquidForce Tool,LiquidStudio,False,
ultra-black,Supercrafter100,False,
Light Z.B Theme,zhoubopro,False,
ke-icon,zhaiyingying,False,
IBS Extension Pack for VS Code,ibsus,False,
After Party,Tiago Miguel,False,
ChatGPT.Cn,rustcc,False,
Minteresting,daytonn,False,
test,ryutaro-takeuchi,False,
custom-theme,SandroRybarik,False,
Kaven-VSCode,Kaven,False,
InputManJS Designer,"GrapeCity, inc",False,
Nutscript Snippets,Feyko,False,
epoCh++,Triumvirate,False,
VCCLinter,Yunus Yüksektepe,False,
Fate,Thomas Bradford,False,
multi-url-view,huno,False,
Next.Nav,Next.Nav,False,
Edje,asuki,False,
shark-extension,jihanting,False,
JSON multiline viewer,Andrey Osiyuk,False,
PersonalTheme,Ryan Brown,False,
stefany-repetcki-theme,stefanycr,False,
robtestext2,roblourens,False,
IoTHub Workflow Extension,Elco Industrie Automation GmbH,False,
Hack for Health of Programmers,顾晨,False,
4gl Axon(Fondesurco),Jordan,False,
blue and gold,Mike Rivera,False,
Kardf-Purple-Theme,Estevaobonatto,False,
vscode-simple-paste-image,xdm,False,
rxjs-buddy,theace56,False,
stopcoding,shirleydongj,False,
vscode-svn-polarion-branching,Jesper Raemaekers,False,
clutterskull Theme,Heavy Meadows,False,
wireless arduino,sw08,False,
Rito Dark Italic,Emin Bayrak,False,
PSSE-Syntax-Highlighter,Mark Miller,False,
OpenText Cloud Developer Tools - Extension Pack,OpenText,False,
Novoline API,xArtyNL,False,
MathEditor,Shiv Prasun Saurav,False,
SpiderTheme,SpiderTheme,False,
Automad Template Language,Marc Anton Dahmen,False,
Dark & Elegant,evangelos,False,
detox,noxim,False,
python-vim-extensionpack,Python-VimPackageExtension',False,
block-snippets,koalakele,False,
onnx2connx-convert,neowine,False,
Eriks NAV Helper,hougaard.com,False,
CompelsonScript,Compelson Labs,False,
JourneyApps Tools,Steven Ontong,False,
React Nature,Henri T,False,
GMK Fuyu,MulattoKid,False,
Purple-Theme💜,Daniel-caires,False,
Dark Eyes Theme,fahid-nasir,False,
Stack overflow,xynny,False,
abon-php-html-snppet,CXT19951016,False,
XBell,xlianghang,False,
OpenText Cloud Developer Tools - Common Modelers,OpenText,False,
Vintage,Silas Chen,False,
Front-end Development Essentials,s2junn,False,
React/RRSX,victornicolaslo,False,
vue-import,wouterlms,False,
capi-ext,capivara,False,
vue-auto-view,vue-auto-view,False,
taro-hooks-plugin,bym,False,
thanos-darker,kbrikh,False,
Yate,Hunmar,False,
Blocks,glebbash,False,
lodash-import-what-you-need,Marcello Bachechi,False,
deyvi dark,Deyvi-dev,False,
CodeGuru,Akshay Memane,False,
orange-dark-mazen-theme,mazen jedidi,False,
stitches-auto-complete,chinchiilla,False,
Copper,Cloud 66,False,
NTL Dark ,Zulkar Nayin,False,
Numbering,Mohammad Fares,False,
BGScript support,Szczepan Mejer,False,
SnowFox's Code Snippets,SnowFox,False,
boogie,Kylona Software,False,
ReportMagic Script,Panoramic Data Limited,False,
Fleet Dark Theme,Lucas G Web,False,
nightly,YVK Techologies,False,
Python Code Generator,Shekhar Patel,False,
Milk Carton,Olivia Sabo-Rush,False,
Soothing Theme JK 1,Snoflakes Apps - Jordan Kuan,False,
DayZOverhaul-Snippets,DayZOverhaul,False,
pxToRpx,sumeng,False,
CBL Shell Scripting Extension Pack,Computational Biosciences Laboratory,False,
wlang,Codey,False,
Monokai Darker,fenki.net,False,
sweetjs-pc-template,MackWong,False,
EclipseTheme,lorenzodalfabbro,False,
DaFluffyPotato's IDLE Theme,anto,False,
pin,tanuki1,False,
Delta Language,Coolnesss,False,
Jamstacks,John Hashem,False,
Darkest Theme Ever,Vedula Venkata Adithya,False,
Pruebajasm.ms,joseasuarez,False,
vic-oceanic-dark,Victor Jaquez,False,
Copy File Content,Kaboyi,False,
Simon's Extention Pallet,I am Simon Smale,False,
快捷百度搜索,zrrz,False,
umi-dva-pro,linguoqiu,False,
vx_flutter_snippets,VickyBOSS,False,
C/C++ Essential,shiro,False,
Gothic Luminescence,penrodlol,False,
Sunbather,ChurchOfRamen3,False,
RiderVSCodeEssentials,Rider International,False,
Midnight Terminal,soupCodez,False,
apidoc,fp3563,False,
YarnSpinner Command Schema,fmoo,False,
Amino.py Docs,Seer-Software.com,False,
Solarized SS Light,sergeysinoptik,False,
Snippets POUPEX,ProtheusSnippets,False,
Subword Selection,allenshuber,False,
Activity Tracker,Michael J. Calkins,False,
diff count,doujinya,False,
Bee,BeeTechnologies,False,
rong-notes,Nero总是学不会,False,
TMN Extension Pack,The MENTOR Network,False,
groundhog-snippets,Tom Heller,False,
Black Bright Theme,Jay,False,
DOSBox-RightClick-Menu,DOSBox-RightClick-Menu,False,
Clio explorer,Advance Technologies Foundation,False,
模袋云-modelo,heekei zhuang,False,
ALCOA_CL,SikoraEnt,False,
CScriptTheme,Norton20191130,False,
cpprunner,technophile,False,
Variable Theme,maxsteitle,False,
Crypto Prices,Vedula Venkata Adithya,False,
corto,cortoproject,False,
emacs-mode,xando,False,
Anton Main,Anton,False,
LightBlack,theboringkid,False,
dva-generate-dispatch-type,姚兴林,False,
data-source-types,marvinirwin,False,
typo,Linr,False,
cts文件图标主题,Htwx,False,
rax-styles,suwen,False,
Reload React Snippets,lasseborly,False,
Black AF,josmontes,False,
Text Help - Personal Pack,Isaias,False,
autoclass,hangbale,False,
MoJo Active Dev Tools,mojoactive,False,
assnippet,as snippet,False,
lone green,Rajavel,False,
"ZDChatGPT - improve your code, add tests & find bugs",kbmjj123,False,
yellowish-theme,VincentWillats,False,
opsi-script,uib GmbH,False,
MRL,Mike McGrail,False,
YYLogViewer-iOS,smallyou,False,
markdown2json-formatter,glimis,False,
Monokai Blues,earindustries,False,
Ciapre Mod,Saurabh sharma,False,
Grit,Grit,False,
Bourbon Engine - Builder,Bourbon Ltd,False,
Documentation with OpenAI,Tal Berenstein,False,
LayaAir Snippets,ping,False,
char-trans,saltfish666,False,
ZPL testing pack,4O4,False,
Paste & Format XML from Chrome's console in new file,capital-banking-solutions,False,
MacOS Deus Theme,FelixTran,False,
Tab filler,Icaruk,False,
Password Generator,Vedula Venkata Adithya,False,
Axiom,aaronliu,False,
Comments Deletor,DaniGp17,False,
Golden Moonlight,exokem,False,
Suspi,th1s1s,False,
Generate Type,haton,False,
Red,probeiuscorp,False,
Find Auto Complate,zhangyulei,False,
WordCount,yanwydxf,False,
A-SOUL珈乐Carol主题,JialeCarol,False,
ChoiceScript VSCode (depreciated! Read readme for link),KLNeidecker,False,
IST Language Service,Thin Panda,False,
nvm-version,Barry Song,False,
Neo React Tools,Singular Systems,False,
erikc,Erik Charlebois,False,
CyberTrauma's Dark Theme v2,CyberTrauma,False,
SFDX Lens,Paolo Carrara,False,
[DEPRECATED] AirTheme Pro,AfrazTechnology,False,
mock-gen,liuyang,False,
split-line,deanhjjiang,False,
translate,bflong,False,
mini-language,洛丹,False,
KeOnes,yehuachun,False,
Git Essentials,Aryan Sajith,False,
Material/Monokai Theme,Bobby Zrncev,False,
css2preprocess,sunjian,False,
sda,schalla,False,
tritium-syntax,William,False,
lua-dark-theme,stefanycr,False,
YS Angular Dev Pack,Youssef Sellami,False,
Git push(no verify),DevEscalus,False,
Team Tracker,Oleg Bogumirski,False,
layaui-generate,carter-chen,False,
DotNetTool,Qingyu,False,
mobile-dev-engine,publisher_mlima,False,
Jobot Code Assistant - Powered by ChatGPT,Jovian,True,
AppFabric Web,Intuit,False,
swift-vscode-tools,howin,False,
laf assistant,NightWhite,False,
My996Engine,Beixinggu,False,
devyl60,devyl60,False,
project-group,yuansnowboy,False,
js-warning,Arketec,False,
Create Application,ued-team,False,
Wolff,usbac,False,
Sponge,ninjacop,False,
ED Extension Pack: Unity,Elladorian Design,False,
Obigo Web Simulator - Windows OS,obigo,False,
Custom Elements Snippets,Bartek Wielgosz 💻,False,
hello-fileheader,xiaowei,False,
iniwrangler,FriendlyFire,False,
No Way,Timo Müller,False,
create-index-file,yoyo612,False,
vscode-webcore,Upendra Dev Singh,False,
Svg to JSX,Prabal Saxena,False,
search,Mastergamer433,False,
Remove Unused useStyles,Mikheil Mukhiguli,False,
CBL Remote Development Extension Pack,Computational Biosciences Laboratory,False,
blue-teal-color-theme,SaraB,False,
autotranslate-ngx,Kamber,False,
Visa,ashaunthomas,False,
RtEdit,Ahmed Kamal,False,
AlibabaCloud BaaS,Ant Blockchain,False,
Span Adder,ormxmi,False,
mulder-white,mulder-theme,False,
StudiM8-Snippets,studim8,False,
Expeciliam,kaylan9,False,
Monorepo auto import,Viktor Malmedal,False,
Boreal Theme,Daniel Costa,False,
fast-case-change,ThierryCols,False,
KylinAssistant,oxydejs,False,
PM PHP Pack,PM,False,
touch-fish-alpha,zhengmou,False,
Cute dog picture,JasonLiuQualtrics,False,
Php Auto Object Operator,Yurii Makoven,False,
superset,Netanel Gilad,False,
hello world,azmi,False,
Locofy.ai - Frontend development accelerated with design to code AI,Locofy.ai,False,
One Monokai x Palenight,zera,False,
Gerber Viewer,tbolp,False,
Monokai Black,Brio.Plus,False,
Magic match card,magic-card,False,
Change List,Mohammad Fares,False,
ShadeNights,Adarsh Gourab Mahalik,False,
Copperfield script snippets,ldilov,False,
mySnipest,adman,False,
wtPrettier - Code formatter,dotatong,False,
Velocity,Velocity,True,
PM C# Extension Pack,PM,False,
cricket,aruna,False,
cc-snippet,tianli,False,
PHP Accessor Generator,SunnyFlail,False,
Script Ware Execute,Alleexxii,False,
AMOS2,DigitalStefan,False,
KCL for vscode.dev,kcl_extension_publisher,False,
image-minify,Atom,False,
ymt-weex-snippets,chenzefeng,False,
WebView Example,Alyrs,False,
Delightful green,xynny,False,
Go-Goal Snippets,GoGoal FE,False,
Python Extexsion Pack,canakyuz,False,
batch-formatter-helper,mijiao,False,
settings-picker,Sandeep Somavarapu,False,
RPGMaker VX Ace Script Synchronizer,Sconed,False,
Super Material Dark,Super Balazs,False,
.XCompose Support,RubenVerg,False,
ultrafocus dark,xlqrrw,False,
trycatchfinally,yanni,False,
sf3-flag,FW-FL,False,
dotvvm,ronymmoura,False,
Nunjucks for VSCode,alexanderoff,False,
power-theme,powerpark,False,
GPT3-CodeWiz,Ayush Garg,False,
Datafold,Datafold,True,
COCOTools,jasonpittman,False,
Web Dev Master Pack,Hazim Arafa,False,
atomic gold,dhannie k,False,
codeAssociation,Ajiao Marisol Chen,False,
DJUANDA,Hajid Al Akhtar,False,
.adv,0v3rl0w,False,
the water forest,blu tree frog,False,
BrushML,STGBrushBML,False,
DJI US Web Team - VS Code Extension Pack,DJI,False,
Markdown Edit Theme,sortafreel,False,
aiot-ide-avdTool,zhaoying,False,
vueTemplate,bearliu1991,False,
I Orange,IOrange,False,
Atlas HCL,Ariga,False,
KeizanCybernetics,Keizan,False,
wmeimob,yitong,False,
CatGPT Copilot,zhaoo,False,
Untitled goose extension,gugg publishing,False,
PathComplete,punchio,False,
Honeywell Theme,Mathew Doidge,False,
cursor-multi-line,front-end-captain,False,
ftp-simple-custom,TestCustomFTPExtension,False,
coding-view,yckim,False,
CatalinaPaste Image,xiaoouWANGShanghai,False,
Mighty H5 Development Tool,Mighty,False,
Geeks.ms,tommydevelopernet,False,
Selected byte Numbers,hinory,False,
{Epitech} Coding Style,Quentin Briand,False,
windcss,severn,False,
Bulb,LogicLight123,False,
React Snippets for Mario,MeePwn,False,
MoveOn,jrmce,False,
nice theme,hassanoof,False,
NoRam Sunrise,Ramonn Nogueira,False,
makefree,pidesh,False,
conformity,OverlyExcessive,False,
New View into File,kxkx5150,False,
rabbit-gruvbox lightBordered,hassanoof93,False,
foe,Mora Qiu,False,
create pi component,PI_component_create,False,
Zero Reference Scanner,polsky,False,
ds-language-server,DS Language Server,False,
Bind Kraft Snippets,Cleancodefactory,True,
react-generator,Dan Balarin,False,
Hello World,Brian Kirkpatrick,False,
JS Pack,WhyW0rry,False,
vscode-extension-imaginary,SR-G,False,
Generator vue components,Nic34,False,
chelper,luskayu,False,
dark-gray-theme,Ewelyn Santos,False,
goto anchor,winnnntttter,False,
lit-class-starter,Suraj Regmi,False,
react-scaffolding,James Quick,False,
Coco,Kifzuka,False,
iconfont-reminder,Daydreamer-riri,False,
Sessions - SkillCounty,SkillCounty,False,
Thra,whatsadelane,False,
lcx,jurgen178,False,
Altiplano Extensions,Nokia,False,
EgretHelp,TiRa,False,
nelfe-toolkits,jasonHzq,False,
JSON Table View,Subash,False,
Git - Personal Pack,Isaias,False,
amazigh-theme,ayoub-wazane,False,
otheme,Maqsud,False,
codellsby-nightowl,Codellsby,False,
NAV24 Business Central Tools,NAV24,False,
Cody Language,StartKingz,False,
doRender,jamessdev,False,
Code Inspection RP,Jonas Vicente,False,
timeTrack,Shachy Rivas,False,
FiveM | D-Anticheat,Dezzel,False,
vscTemplate,daoye,False,
json-path-extension,onurozdamar,False,
Cool Extensions,vivekrp,False,
Learn COBOL,OpenText (previously Micro Focus),True,
jsextension,MyExtension,False,
coder coder dark 2023,Coder Theme,False,
PySnippets,Subhranil Maity,False,
falcon-ui-theme,ferdipret,False,
Why Always Pink?,erica-cb,False,
risc240,Benjamin Graham,False,
TabScript Language Basics,mrbrick,False,
Royal Black,Marble,False,
dk-bee,André Alencar,False,
Minimal,mkrystkowicz,False,
aiot-ide-ux-language,donglin,False,
zap,sqs,False,
Vue integrated Snippets,panda,False,
My,my0647,False,
Bi-Note,h,False,
DelayedCommand,sqreept,False,
NucleaR theme,Sergey Korenuk,False,
Red Accent,Anfeket,False,
usmart-vscode-compress,estelle_yyp,False,
eyes-love-theme,码路芽子,False,
Canoe,dawn,False,
Project Manager Language Compiler,soulghost,False,
YTusic - Music For All,Nabhyaplayz,False,
Context aware test runner,Kamil Pękala,False,
In the night theme,Harry James Potter,False,
Lebab,chuaple,False,
angular-vscode-extension-pack,Hardik Patel,False,
A08 Test Highlighter,Jim mmy,False,
juicelang,Juiceteam,False,
HostsEdit,neil,False,
JH-Dart-Tools,JihedHmida,False,
mbp-touch-bar-helper,Gimling,False,
Shipwreck Theme,g00d,False,
phpAutoVarSuggestion,Mohammad Hemmati,False,
arrow function snippets-marwenlabidi,Marwen Labidi,False,
kitty night,goldyflakes,False,
SH-LP Markdown Preview,ESDD,False,
AIPRM-lang,AIPRM,True,
IntuitSFDCExtensions,Aditya Tiwari,False,
dig Lang,gisonyeung,False,
one-dark-theme,One-Dark,False,
Mycode-snnipets,Gajesh Panigrahi,False,
VSCorzious,Vorzious,False,
Algol68g,Algol68g,False,
view-svgs,mystic,False,
SideGuide AI Writer,SideGuide,False,
bashgpt,Mohamad Sabra,False,
WP Code Formatter,haruncox,False,
test-one-file,Fyllekanin,False,
cy-utilities,Cy Brown,False,
Tessel 2,Pachito Marco Calabrese,False,
Grape,Covalent Designs,False,
yaf,布尔,False,
Agile ,ibcq67xj5lupvrvqzkzpwgqriojnsnchhfixhjfbsevebojy2eda,False,
quick-open-url,yiming,False,
zerobox,Devebot Testing Suite,False,
GoogleSheetLogger,rubenkharel,False,
DARK THEME IMPROVED,SULEMANS CODES,False,
React components creator,thmoon,True,
Keybinding Eval,LiangSai,False,
Next ++,Talmax,False,
ADesign Mod,andygotfridt,False,
SchemaLib,SchemaLib,False,
oneline-selection,Joel Podrebarac,False,
anto-node,dudo,False,
flutter getX page generator,quanzhenan,False,
terminal-plus,Venipa,False,
atomic-css-snippets,swh,False,
Neptune,Matheus Mazeto,False,
Aura Operator,hammo,False,
react-quickly,wangcong,False,
alexs-pack-python,Alexander Schumacher,False,
Alternating Line Background Color,lvdh,False,
Angular icon picker,smonteros,False,
mic,谢飞,False,
Spring Boot Evson Pack,Évson Custódio,False,
idg-vscode-snippets,zhangyi,False,
qrcode-to-toutiao,jch,False,
Theme Randomizer,Develeon64,False,
dracOwl-dark,Pablo Cardias Flores,False,
bug-viewer,liangsuhao,False,
Art 300 Extension Pack,Anthony Warnick,False,
Falcon,Rob Falken,False,
Natasha Purple,Lucas Almeida,False,
bigfish-plugin,dark,False,
Embedded Algorithms Developer Tools,Kinaxis,False,
Titan,Titan,False,
API Discovery Scanner,TeejLab,False,
px-viewport,Pol Imbing,False,
taro-helper,Xiaoli,False,
ACK Search,Justin Hao,False,
Nobody,Drahsid,False,
heatsearch,Carbon Games,False,
古剑奇谭网络版插件脚本编辑器,Danexx,False,
0VN1,0VN1,False,
windows-path-assist,Aditya Verma,False,
nuke,nuke,False,
aiot-ide-project,zhaoying,False,
Format Json On Save,kk-web,False,
CFG St Andrews Extension Pack,CFG St Andrews,False,
